record_date,region,site,team,manager_name,shift,employee_id,scheduled_start_ts,actual_start_ts,is_late,adherence_minutes,total_tasks,completed_tasks,utilization_rate,tenure_band,cohort
2026-05-24,West,ATL1,Support,Manager C,Night,E5401,2026-05-24T08:00:00,2026-05-24T08:15:00,1,15,59,58,0.73,3-12 months,Experienced
2026-05-30,West,ATL1,Support,Manager A,Morning,E8034,2026-05-30T14:00:00,2026-05-30T14:02:00,0,2,87,85,0.874,3-12 months,Experienced
2026-01-22,Central,ATL1,Inbound,Manager D,Morning,E4006,2026-01-22T14:00:00,2026-01-22T13:59:00,0,-1,78,72,0.594,1-3 years,Experienced
2026-03-02,Central,SEA2,Inbound,Manager C,Afternoon,E8697,2026-03-02T22:00:00,2026-03-02T22:00:00,0,0,109,88,0.578,3+ years,New Hire
2026-06-15,Central,DAL1,Inbound,Manager C,Afternoon,E8576,2026-06-15T22:00:00,2026-06-15T22:02:00,0,2,79,63,0.903,3+ years,New Hire
2026-06-04,East,PHX1,Inbound,Manager C,Afternoon,E1704,2026-06-04T22:00:00,2026-06-04T22:03:00,0,3,79,63,0.757,3-12 months,New Hire
2026-02-27,East,ATL1,Inbound,Manager C,Night,E1500,2026-02-27T14:00:00,2026-02-27T14:31:00,1,31,114,110,0.934,0-3 months,Experienced
2026-01-03,Central,DAL1,Outbound,Manager D,Night,E3267,2026-01-03T06:00:00,2026-01-03T05:58:00,0,-2,56,46,0.617,3-12 months,Experienced
2026-03-08,West,SEA1,Outbound,Manager B,Morning,E2642,2026-03-08T08:00:00,2026-03-08T08:06:00,1,6,74,72,0.802,1-3 years,New Hire
2026-04-30,Central,SEA1,Inbound,Manager D,Night,E6378,2026-04-30T08:00:00,2026-04-30T07:54:00,0,-6,90,74,0.576,3+ years,New Hire
2026-01-03,Central,ATL1,Inbound,Manager B,Afternoon,E6016,2026-01-03T06:00:00,2026-01-03T05:57:00,0,-3,118,104,0.845,3-12 months,New Hire
2026-05-28,Central,PHX1,Outbound,Manager D,Night,E5082,2026-05-28T08:00:00,2026-05-28T07:59:00,0,-1,101,95,0.583,0-3 months,New Hire
2026-02-12,West,SEA2,Outbound,Manager D,Night,E3347,2026-02-12T22:00:00,2026-02-12T21:55:00,0,-5,91,75,0.567,0-3 months,New Hire
2026-06-12,West,DAL1,Outbound,Manager D,Afternoon,E6322,2026-06-12T06:00:00,2026-06-12T06:20:00,1,20,78,61,0.751,1-3 years,Experienced
2026-06-18,West,PHX1,Support,Manager B,Morning,E8092,2026-06-18T06:00:00,2026-06-18T06:32:00,1,32,116,91,0.832,3+ years,Experienced
2026-03-10,West,ATL1,Outbound,Manager B,Morning,E4001,2026-03-10T08:00:00,2026-03-10T07:58:00,0,-2,115,86,0.678,1-3 years,New Hire
2026-05-12,West,ATL1,Inbound,Manager C,Night,E8887,2026-05-12T22:00:00,2026-05-12T21:55:00,0,-5,105,81,0.639,3-12 months,Experienced
2026-03-29,Central,SEA2,Inbound,Manager B,Morning,E1354,2026-03-29T08:00:00,2026-03-29T07:53:00,0,-7,62,48,0.853,1-3 years,New Hire
2026-04-28,West,SEA1,Inbound,Manager C,Morning,E6351,2026-04-28T08:00:00,2026-04-28T08:05:00,1,5,91,69,0.649,0-3 months,New Hire
2026-05-05,East,PHX1,Outbound,Manager D,Afternoon,E5901,2026-05-05T06:00:00,2026-05-05T06:18:00,1,18,46,37,0.611,1-3 years,Experienced
2026-03-20,West,SEA1,Support,Manager B,Night,E8967,2026-03-20T06:00:00,2026-03-20T05:57:00,0,-3,51,39,0.643,0-3 months,New Hire
2026-03-05,West,SEA1,Support,Manager B,Afternoon,E8707,2026-03-05T14:00:00,2026-03-05T13:56:00,0,-4,118,116,0.923,0-3 months,Experienced
2026-06-27,East,PHX1,Outbound,Manager A,Afternoon,E3153,2026-06-27T22:00:00,2026-06-27T21:58:00,0,-2,95,90,0.619,1-3 years,Experienced
2026-03-04,East,DAL1,Support,Manager D,Morning,E8087,2026-03-04T06:00:00,2026-03-04T06:05:00,1,5,108,98,0.907,3-12 months,Experienced
2026-02-03,East,SEA1,Outbound,Manager A,Afternoon,E7314,2026-02-03T06:00:00,2026-02-03T05:56:00,0,-4,59,45,0.793,1-3 years,Experienced
2026-06-02,West,DAL1,Outbound,Manager B,Morning,E1621,2026-06-02T22:00:00,2026-06-02T22:03:00,0,3,94,71,0.923,0-3 months,New Hire
2026-01-21,East,DAL1,Inbound,Manager A,Night,E2608,2026-01-21T14:00:00,2026-01-21T14:01:00,0,1,59,51,0.755,3-12 months,New Hire
2026-03-13,West,SEA1,Inbound,Manager A,Afternoon,E9641,2026-03-13T22:00:00,2026-03-13T22:00:00,0,0,100,92,0.844,1-3 years,Experienced
2026-06-02,Central,PHX1,Inbound,Manager D,Night,E3885,2026-06-02T06:00:00,2026-06-02T05:58:00,0,-2,111,98,0.614,0-3 months,New Hire
2026-05-03,West,DAL1,Inbound,Manager A,Morning,E6762,2026-05-03T08:00:00,2026-05-03T07:56:00,0,-4,97,76,0.627,3+ years,Experienced
2026-01-05,East,ATL1,Support,Manager A,Morning,E7082,2026-01-05T22:00:00,2026-01-05T21:55:00,0,-5,46,43,0.791,0-3 months,Experienced
2026-03-30,West,ATL1,Inbound,Manager D,Night,E8123,2026-03-30T14:00:00,2026-03-30T13:53:00,0,-7,73,61,0.655,3+ years,Experienced
2026-04-26,Central,SEA1,Outbound,Manager D,Night,E6987,2026-04-26T14:00:00,2026-04-26T13:53:00,0,-7,94,77,0.722,3+ years,New Hire
2026-03-19,East,SEA1,Inbound,Manager D,Night,E6670,2026-03-19T08:00:00,2026-03-19T07:54:00,0,-6,42,39,0.604,3+ years,Experienced
2026-02-24,East,DAL1,Outbound,Manager D,Night,E8881,2026-02-24T08:00:00,2026-02-24T07:52:00,0,-8,65,50,0.748,0-3 months,New Hire
2026-04-17,West,PHX1,Support,Manager D,Afternoon,E7143,2026-04-17T06:00:00,2026-04-17T05:52:00,0,-8,53,41,0.816,1-3 years,Experienced
2026-03-24,East,SEA1,Outbound,Manager A,Afternoon,E4420,2026-03-24T06:00:00,2026-03-24T06:03:00,0,3,44,40,0.784,3+ years,Experienced
2026-06-11,Central,SEA2,Support,Manager D,Night,E5075,2026-06-11T22:00:00,2026-06-11T22:25:00,1,25,52,44,0.555,3-12 months,New Hire
2026-01-08,West,ATL1,Outbound,Manager B,Morning,E9056,2026-01-08T06:00:00,2026-01-08T06:01:00,0,1,79,71,0.64,1-3 years,New Hire
2026-04-23,Central,PHX1,Outbound,Manager D,Afternoon,E3568,2026-04-23T22:00:00,2026-04-23T22:32:00,1,32,64,53,0.759,3-12 months,Experienced
2026-02-09,Central,PHX1,Outbound,Manager A,Night,E1638,2026-02-09T22:00:00,2026-02-09T22:09:00,1,9,71,53,0.64,1-3 years,Experienced
2026-04-30,West,SEA1,Outbound,Manager A,Morning,E9463,2026-04-30T22:00:00,2026-04-30T22:00:00,0,0,112,104,0.88,3-12 months,New Hire
2026-03-28,East,DAL1,Outbound,Manager A,Afternoon,E5815,2026-03-28T06:00:00,2026-03-28T05:53:00,0,-7,63,50,0.601,1-3 years,Experienced
2026-06-12,East,ATL1,Outbound,Manager B,Night,E5617,2026-06-12T06:00:00,2026-06-12T05:57:00,0,-3,57,49,0.795,1-3 years,Experienced
2026-02-09,Central,SEA2,Outbound,Manager B,Morning,E4845,2026-02-09T06:00:00,2026-02-09T06:00:00,0,0,90,71,0.578,3+ years,New Hire
2026-03-18,East,SEA1,Inbound,Manager A,Morning,E2995,2026-03-18T14:00:00,2026-03-18T13:52:00,0,-8,59,49,0.702,1-3 years,New Hire
2026-06-04,East,ATL1,Inbound,Manager D,Afternoon,E3033,2026-06-04T08:00:00,2026-06-04T08:17:00,1,17,98,96,0.865,0-3 months,New Hire
2026-03-22,West,ATL1,Outbound,Manager D,Morning,E5289,2026-03-22T22:00:00,2026-03-22T22:00:00,0,0,67,55,0.938,0-3 months,Experienced
2026-01-24,Central,SEA1,Inbound,Manager A,Night,E2407,2026-01-24T08:00:00,2026-01-24T08:00:00,0,0,53,43,0.93,3-12 months,New Hire
2026-03-22,East,DAL1,Support,Manager A,Night,E5503,2026-03-22T06:00:00,2026-03-22T05:59:00,0,-1,44,38,0.716,0-3 months,Experienced
2026-04-27,Central,PHX1,Support,Manager D,Night,E7385,2026-04-27T06:00:00,2026-04-27T05:53:00,0,-7,42,33,0.655,1-3 years,Experienced
2026-05-02,West,SEA2,Outbound,Manager D,Afternoon,E8368,2026-05-02T08:00:00,2026-05-02T07:52:00,0,-8,98,91,0.561,1-3 years,Experienced
2026-06-08,East,SEA1,Inbound,Manager B,Night,E5733,2026-06-08T22:00:00,2026-06-08T22:03:00,0,3,69,58,0.938,0-3 months,New Hire
2026-06-11,West,PHX1,Inbound,Manager D,Morning,E2070,2026-06-11T22:00:00,2026-06-11T22:11:00,1,11,94,88,0.73,0-3 months,Experienced
2026-05-06,Central,SEA2,Support,Manager A,Morning,E2550,2026-05-06T22:00:00,2026-05-06T22:35:00,1,35,117,99,0.683,3-12 months,Experienced
2026-02-27,East,SEA1,Outbound,Manager A,Afternoon,E5920,2026-02-27T22:00:00,2026-02-27T22:29:00,1,29,77,76,0.71,3+ years,Experienced
2026-05-11,West,ATL1,Outbound,Manager A,Morning,E8471,2026-05-11T14:00:00,2026-05-11T13:55:00,0,-5,91,86,0.56,3+ years,New Hire
2026-01-19,West,DAL1,Support,Manager D,Morning,E8276,2026-01-19T22:00:00,2026-01-19T21:56:00,0,-4,116,92,0.631,0-3 months,New Hire
2026-01-19,West,SEA1,Support,Manager D,Night,E5391,2026-01-19T22:00:00,2026-01-19T21:52:00,0,-8,75,67,0.618,1-3 years,Experienced
2026-01-23,East,PHX1,Outbound,Manager D,Night,E7670,2026-01-23T14:00:00,2026-01-23T13:55:00,0,-5,69,63,0.758,1-3 years,Experienced
2026-02-11,West,ATL1,Outbound,Manager A,Morning,E6097,2026-02-11T08:00:00,2026-02-11T08:03:00,0,3,69,57,0.913,3-12 months,Experienced
2026-06-10,West,PHX1,Support,Manager D,Morning,E2700,2026-06-10T22:00:00,2026-06-10T22:03:00,0,3,118,102,0.883,3+ years,New Hire
2026-05-26,East,DAL1,Inbound,Manager C,Night,E6717,2026-05-26T14:00:00,2026-05-26T14:03:00,0,3,59,57,0.628,3+ years,Experienced
2026-06-19,West,ATL1,Outbound,Manager D,Morning,E5480,2026-06-19T08:00:00,2026-06-19T08:02:00,0,2,51,41,0.581,3-12 months,New Hire
2026-05-04,Central,DAL1,Outbound,Manager A,Morning,E8577,2026-05-04T22:00:00,2026-05-04T22:00:00,0,0,52,45,0.642,3-12 months,New Hire
2026-02-01,Central,SEA2,Inbound,Manager D,Afternoon,E5308,2026-02-01T22:00:00,2026-02-01T22:01:00,0,1,111,100,0.924,3+ years,Experienced
2026-04-13,West,ATL1,Support,Manager D,Night,E4781,2026-04-13T08:00:00,2026-04-13T08:19:00,1,19,120,109,0.694,3-12 months,Experienced
2026-06-19,West,DAL1,Inbound,Manager D,Night,E1897,2026-06-19T08:00:00,2026-06-19T08:03:00,0,3,114,112,0.695,1-3 years,New Hire
2026-06-09,West,DAL1,Inbound,Manager A,Morning,E7803,2026-06-09T08:00:00,2026-06-09T07:53:00,0,-7,47,36,0.681,0-3 months,Experienced
2026-02-19,East,PHX1,Support,Manager A,Night,E9388,2026-02-19T14:00:00,2026-02-19T14:06:00,1,6,69,51,0.819,3-12 months,New Hire
2026-05-16,West,DAL1,Support,Manager A,Night,E4572,2026-05-16T14:00:00,2026-05-16T14:02:00,0,2,111,106,0.741,0-3 months,New Hire
2026-03-09,Central,ATL1,Outbound,Manager D,Morning,E6193,2026-03-09T14:00:00,2026-03-09T13:55:00,0,-5,120,119,0.892,3+ years,New Hire
2026-06-05,East,SEA2,Support,Manager B,Morning,E7514,2026-06-05T08:00:00,2026-06-05T07:52:00,0,-8,92,73,0.583,1-3 years,New Hire
2026-05-04,East,SEA1,Support,Manager B,Night,E8149,2026-05-04T22:00:00,2026-05-04T21:54:00,0,-6,64,54,0.856,3-12 months,Experienced
2026-05-10,West,PHX1,Support,Manager A,Night,E4691,2026-05-10T08:00:00,2026-05-10T07:59:00,0,-1,95,77,0.885,0-3 months,New Hire
2026-06-18,West,PHX1,Support,Manager B,Morning,E7234,2026-06-18T08:00:00,2026-06-18T08:02:00,0,2,91,86,0.915,3-12 months,Experienced
2026-05-30,Central,ATL1,Support,Manager C,Night,E5214,2026-05-30T14:00:00,2026-05-30T13:54:00,0,-6,63,52,0.913,1-3 years,Experienced
2026-06-25,West,SEA2,Support,Manager D,Night,E2218,2026-06-25T14:00:00,2026-06-25T14:03:00,0,3,109,93,0.595,1-3 years,New Hire
2026-02-26,East,DAL1,Inbound,Manager A,Afternoon,E6697,2026-02-26T06:00:00,2026-02-26T05:59:00,0,-1,101,77,0.684,0-3 months,Experienced
2026-06-28,East,DAL1,Outbound,Manager A,Night,E5365,2026-06-28T08:00:00,2026-06-28T08:23:00,1,23,113,87,0.611,3+ years,New Hire
2026-04-30,Central,SEA1,Inbound,Manager D,Afternoon,E2187,2026-04-30T08:00:00,2026-04-30T07:52:00,0,-8,67,52,0.68,0-3 months,New Hire
2026-06-09,West,PHX1,Support,Manager D,Night,E6881,2026-06-09T14:00:00,2026-06-09T13:55:00,0,-5,98,97,0.869,3+ years,Experienced
2026-03-30,West,ATL1,Inbound,Manager C,Night,E7414,2026-03-30T06:00:00,2026-03-30T05:56:00,0,-4,50,38,0.742,3+ years,New Hire
2026-02-25,Central,SEA2,Outbound,Manager D,Afternoon,E3627,2026-02-25T22:00:00,2026-02-25T21:53:00,0,-7,53,41,0.929,3-12 months,New Hire
2026-01-08,West,ATL1,Outbound,Manager D,Morning,E5140,2026-01-08T06:00:00,2026-01-08T05:52:00,0,-8,105,97,0.781,3-12 months,Experienced
2026-02-27,Central,SEA1,Outbound,Manager B,Morning,E9925,2026-02-27T08:00:00,2026-02-27T08:29:00,1,29,69,64,0.943,1-3 years,New Hire
2026-02-17,Central,DAL1,Inbound,Manager A,Morning,E2136,2026-02-17T06:00:00,2026-02-17T05:52:00,0,-8,110,90,0.768,3+ years,New Hire
2026-05-06,West,SEA2,Outbound,Manager C,Night,E1300,2026-05-06T22:00:00,2026-05-06T22:21:00,1,21,85,70,0.824,1-3 years,New Hire
2026-01-09,West,ATL1,Support,Manager C,Afternoon,E1210,2026-01-09T06:00:00,2026-01-09T05:54:00,0,-6,94,91,0.633,3-12 months,Experienced
2026-01-03,East,SEA2,Inbound,Manager C,Morning,E5451,2026-01-03T22:00:00,2026-01-03T22:34:00,1,34,69,51,0.912,3-12 months,Experienced
2026-02-20,East,PHX1,Support,Manager A,Morning,E2832,2026-02-20T22:00:00,2026-02-20T22:01:00,0,1,58,55,0.774,3+ years,Experienced
2026-02-26,West,DAL1,Support,Manager D,Afternoon,E5165,2026-02-26T06:00:00,2026-02-26T05:59:00,0,-1,79,59,0.633,1-3 years,Experienced
2026-03-06,Central,SEA1,Inbound,Manager D,Afternoon,E5753,2026-03-06T06:00:00,2026-03-06T06:01:00,0,1,99,74,0.824,1-3 years,New Hire
2026-01-26,Central,SEA1,Outbound,Manager C,Afternoon,E2571,2026-01-26T14:00:00,2026-01-26T14:27:00,1,27,61,53,0.785,0-3 months,Experienced
2026-01-02,West,SEA1,Support,Manager D,Night,E3001,2026-01-02T14:00:00,2026-01-02T14:03:00,0,3,93,72,0.838,1-3 years,New Hire
2026-03-26,Central,SEA2,Inbound,Manager B,Night,E8291,2026-03-26T14:00:00,2026-03-26T14:04:00,1,4,81,70,0.769,1-3 years,New Hire
2026-03-31,East,SEA1,Support,Manager C,Night,E4251,2026-03-31T14:00:00,2026-03-31T13:58:00,0,-2,62,61,0.848,1-3 years,New Hire
2026-01-28,East,SEA1,Inbound,Manager C,Afternoon,E9901,2026-01-28T06:00:00,2026-01-28T06:02:00,0,2,95,91,0.735,3-12 months,Experienced
2026-01-11,East,SEA1,Outbound,Manager A,Afternoon,E9314,2026-01-11T08:00:00,2026-01-11T07:52:00,0,-8,72,70,0.693,0-3 months,Experienced
2026-01-31,East,SEA1,Inbound,Manager B,Afternoon,E5833,2026-01-31T22:00:00,2026-01-31T21:55:00,0,-5,87,86,0.681,1-3 years,New Hire
2026-01-12,West,PHX1,Outbound,Manager D,Night,E4086,2026-01-12T14:00:00,2026-01-12T13:59:00,0,-1,116,104,0.891,3+ years,New Hire
2026-01-05,West,PHX1,Outbound,Manager B,Afternoon,E7374,2026-01-05T14:00:00,2026-01-05T13:56:00,0,-4,81,76,0.823,0-3 months,Experienced
2026-05-16,Central,SEA1,Outbound,Manager B,Morning,E1995,2026-05-16T22:00:00,2026-05-16T21:55:00,0,-5,65,54,0.759,0-3 months,New Hire
2026-03-11,East,DAL1,Support,Manager A,Night,E4723,2026-03-11T22:00:00,2026-03-11T22:33:00,1,33,113,109,0.785,0-3 months,Experienced
2026-03-13,East,SEA1,Inbound,Manager B,Night,E3074,2026-03-13T22:00:00,2026-03-13T22:01:00,0,1,117,109,0.742,3+ years,New Hire
2026-06-12,West,DAL1,Inbound,Manager B,Morning,E9410,2026-06-12T14:00:00,2026-06-12T13:59:00,0,-1,109,105,0.821,1-3 years,Experienced
2026-05-12,West,ATL1,Inbound,Manager D,Afternoon,E1066,2026-05-12T06:00:00,2026-05-12T05:55:00,0,-5,46,42,0.909,3+ years,New Hire
2026-05-08,Central,ATL1,Support,Manager C,Night,E6074,2026-05-08T14:00:00,2026-05-08T13:57:00,0,-3,99,91,0.807,1-3 years,New Hire
2026-01-12,Central,DAL1,Inbound,Manager D,Night,E6810,2026-01-12T22:00:00,2026-01-12T22:22:00,1,22,76,69,0.669,0-3 months,Experienced
2026-01-08,East,SEA2,Support,Manager B,Afternoon,E1887,2026-01-08T14:00:00,2026-01-08T14:00:00,0,0,82,81,0.805,3+ years,Experienced
2026-04-04,Central,DAL1,Inbound,Manager D,Night,E4573,2026-04-04T14:00:00,2026-04-04T14:02:00,0,2,110,84,0.741,1-3 years,New Hire
2026-05-06,East,SEA1,Support,Manager A,Afternoon,E4167,2026-05-06T08:00:00,2026-05-06T07:59:00,0,-1,99,97,0.588,1-3 years,New Hire
2026-06-14,East,DAL1,Support,Manager B,Night,E6268,2026-06-14T06:00:00,2026-06-14T05:54:00,0,-6,59,47,0.836,1-3 years,New Hire
2026-03-02,West,DAL1,Support,Manager C,Night,E7432,2026-03-02T08:00:00,2026-03-02T08:22:00,1,22,45,41,0.64,1-3 years,New Hire
2026-02-10,East,SEA2,Support,Manager C,Afternoon,E1878,2026-02-10T22:00:00,2026-02-10T21:56:00,0,-4,119,102,0.655,3-12 months,New Hire
2026-02-02,East,PHX1,Outbound,Manager A,Afternoon,E6848,2026-02-02T08:00:00,2026-02-02T08:01:00,0,1,82,79,0.784,1-3 years,Experienced
2026-03-30,Central,SEA1,Inbound,Manager A,Morning,E5349,2026-03-30T22:00:00,2026-03-30T21:59:00,0,-1,72,55,0.717,1-3 years,Experienced
2026-05-01,East,SEA1,Inbound,Manager B,Morning,E1233,2026-05-01T22:00:00,2026-05-01T22:01:00,0,1,51,50,0.609,3+ years,Experienced
2026-01-08,Central,DAL1,Inbound,Manager B,Morning,E7327,2026-01-08T22:00:00,2026-01-08T22:00:00,0,0,70,63,0.803,1-3 years,Experienced
2026-04-18,Central,SEA2,Inbound,Manager C,Night,E4477,2026-04-18T14:00:00,2026-04-18T13:57:00,0,-3,83,74,0.57,1-3 years,Experienced
2026-01-02,West,DAL1,Support,Manager C,Afternoon,E2011,2026-01-02T22:00:00,2026-01-02T21:55:00,0,-5,69,62,0.745,1-3 years,Experienced
2026-01-10,East,ATL1,Support,Manager B,Morning,E1284,2026-01-10T06:00:00,2026-01-10T05:58:00,0,-2,58,57,0.72,3-12 months,New Hire
2026-02-08,Central,ATL1,Outbound,Manager C,Afternoon,E8573,2026-02-08T06:00:00,2026-02-08T05:58:00,0,-2,53,45,0.792,0-3 months,New Hire
2026-03-29,Central,SEA2,Inbound,Manager B,Morning,E8792,2026-03-29T06:00:00,2026-03-29T05:55:00,0,-5,72,59,0.563,3-12 months,New Hire
2026-04-08,West,SEA1,Support,Manager B,Night,E3581,2026-04-08T08:00:00,2026-04-08T08:02:00,0,2,69,61,0.804,3+ years,New Hire
2026-01-29,East,PHX1,Inbound,Manager D,Morning,E3063,2026-01-29T06:00:00,2026-01-29T06:12:00,1,12,93,70,0.572,3-12 months,New Hire
2026-06-17,Central,DAL1,Outbound,Manager B,Night,E9871,2026-06-17T22:00:00,2026-06-17T21:52:00,0,-8,80,65,0.774,3+ years,New Hire
2026-05-21,West,SEA1,Inbound,Manager B,Afternoon,E7904,2026-05-21T08:00:00,2026-05-21T08:34:00,1,34,43,42,0.942,0-3 months,Experienced
2026-03-08,Central,DAL1,Support,Manager C,Afternoon,E1318,2026-03-08T22:00:00,2026-03-08T22:18:00,1,18,102,86,0.888,3+ years,Experienced
2026-04-23,Central,PHX1,Inbound,Manager C,Afternoon,E9969,2026-04-23T08:00:00,2026-04-23T07:59:00,0,-1,110,95,0.65,1-3 years,New Hire
2026-04-24,East,ATL1,Outbound,Manager C,Afternoon,E9420,2026-04-24T06:00:00,2026-04-24T05:59:00,0,-1,46,45,0.585,3+ years,New Hire
2026-05-20,Central,SEA2,Support,Manager A,Afternoon,E2166,2026-05-20T14:00:00,2026-05-20T13:54:00,0,-6,105,99,0.609,3+ years,Experienced
2026-01-31,Central,SEA1,Outbound,Manager B,Morning,E7517,2026-01-31T22:00:00,2026-01-31T21:53:00,0,-7,106,104,0.563,0-3 months,New Hire
2026-01-20,West,DAL1,Outbound,Manager C,Afternoon,E3854,2026-01-20T22:00:00,2026-01-20T21:54:00,0,-6,99,88,0.626,1-3 years,New Hire
2026-05-23,East,SEA2,Support,Manager C,Afternoon,E5287,2026-05-23T14:00:00,2026-05-23T14:26:00,1,26,42,32,0.792,0-3 months,Experienced
2026-01-01,East,DAL1,Support,Manager D,Morning,E2695,2026-01-01T06:00:00,2026-01-01T05:53:00,0,-7,86,68,0.742,0-3 months,Experienced
2026-03-15,Central,PHX1,Inbound,Manager D,Morning,E3484,2026-03-15T06:00:00,2026-03-15T06:01:00,0,1,87,81,0.789,1-3 years,Experienced
2026-01-22,West,PHX1,Inbound,Manager A,Morning,E9132,2026-01-22T06:00:00,2026-01-22T06:01:00,0,1,40,30,0.738,1-3 years,New Hire
2026-02-15,East,PHX1,Inbound,Manager C,Morning,E4762,2026-02-15T06:00:00,2026-02-15T06:01:00,0,1,100,79,0.855,3-12 months,New Hire
2026-01-21,East,SEA2,Outbound,Manager C,Night,E6468,2026-01-21T06:00:00,2026-01-21T06:01:00,0,1,100,81,0.734,3-12 months,Experienced
2026-03-24,Central,PHX1,Inbound,Manager C,Afternoon,E2851,2026-03-24T22:00:00,2026-03-24T22:17:00,1,17,61,46,0.583,1-3 years,New Hire
2026-04-23,East,SEA1,Outbound,Manager A,Night,E4764,2026-04-23T14:00:00,2026-04-23T13:55:00,0,-5,70,60,0.862,3+ years,Experienced
2026-04-12,West,DAL1,Inbound,Manager D,Night,E8500,2026-04-12T22:00:00,2026-04-12T21:52:00,0,-8,107,88,0.749,1-3 years,New Hire
2026-04-03,Central,ATL1,Outbound,Manager A,Night,E9246,2026-04-03T14:00:00,2026-04-03T14:01:00,0,1,118,89,0.573,3+ years,New Hire
2026-03-14,West,PHX1,Outbound,Manager C,Afternoon,E5234,2026-03-14T06:00:00,2026-03-14T06:01:00,0,1,119,106,0.725,1-3 years,New Hire
2026-03-23,East,DAL1,Support,Manager A,Night,E9488,2026-03-23T08:00:00,2026-03-23T08:08:00,1,8,51,47,0.573,1-3 years,New Hire
2026-05-17,Central,DAL1,Outbound,Manager C,Night,E2929,2026-05-17T14:00:00,2026-05-17T13:54:00,0,-6,49,39,0.881,3-12 months,New Hire
2026-06-18,Central,SEA2,Outbound,Manager A,Night,E3537,2026-06-18T22:00:00,2026-06-18T21:52:00,0,-8,59,46,0.893,1-3 years,Experienced
2026-06-19,Central,SEA1,Outbound,Manager C,Afternoon,E9979,2026-06-19T08:00:00,2026-06-19T07:54:00,0,-6,113,99,0.904,0-3 months,New Hire
2026-01-17,Central,DAL1,Outbound,Manager C,Night,E2698,2026-01-17T14:00:00,2026-01-17T13:58:00,0,-2,40,32,0.784,3+ years,Experienced
2026-06-24,Central,SEA2,Outbound,Manager D,Morning,E6638,2026-06-24T22:00:00,2026-06-24T22:12:00,1,12,103,85,0.569,3-12 months,New Hire
2026-04-19,Central,DAL1,Support,Manager D,Night,E5567,2026-04-19T22:00:00,2026-04-19T22:00:00,0,0,107,92,0.738,1-3 years,Experienced
2026-04-26,Central,SEA1,Outbound,Manager A,Morning,E1053,2026-04-26T14:00:00,2026-04-26T14:09:00,1,9,114,113,0.943,1-3 years,Experienced
2026-02-16,Central,PHX1,Inbound,Manager B,Night,E9650,2026-02-16T22:00:00,2026-02-16T21:55:00,0,-5,106,95,0.594,1-3 years,Experienced
2026-05-03,West,DAL1,Support,Manager C,Night,E3167,2026-05-03T08:00:00,2026-05-03T07:53:00,0,-7,86,73,0.871,3-12 months,New Hire
2026-04-30,East,DAL1,Support,Manager C,Afternoon,E3138,2026-04-30T06:00:00,2026-04-30T05:57:00,0,-3,69,53,0.564,3+ years,Experienced
2026-03-03,East,SEA1,Outbound,Manager B,Morning,E3653,2026-03-03T08:00:00,2026-03-03T08:02:00,0,2,102,78,0.716,1-3 years,Experienced
2026-04-27,East,DAL1,Inbound,Manager A,Morning,E4047,2026-04-27T14:00:00,2026-04-27T14:05:00,1,5,66,58,0.556,3+ years,New Hire
2026-04-12,Central,SEA1,Support,Manager C,Afternoon,E8094,2026-04-12T22:00:00,2026-04-12T22:00:00,0,0,82,72,0.701,1-3 years,Experienced
2026-01-21,East,SEA2,Support,Manager B,Night,E7246,2026-01-21T06:00:00,2026-01-21T05:53:00,0,-7,61,59,0.759,3+ years,New Hire
2026-03-22,Central,DAL1,Support,Manager C,Night,E8356,2026-03-22T14:00:00,2026-03-22T14:33:00,1,33,60,59,0.886,0-3 months,Experienced
2026-02-09,Central,SEA2,Support,Manager B,Morning,E2493,2026-02-09T06:00:00,2026-02-09T05:54:00,0,-6,118,104,0.897,3-12 months,New Hire
2026-02-10,East,SEA2,Outbound,Manager D,Afternoon,E7376,2026-02-10T06:00:00,2026-02-10T05:54:00,0,-6,96,94,0.85,3-12 months,Experienced
2026-05-19,Central,SEA2,Inbound,Manager D,Afternoon,E8353,2026-05-19T14:00:00,2026-05-19T13:52:00,0,-8,71,55,0.752,3-12 months,Experienced
2026-04-23,East,SEA1,Inbound,Manager B,Afternoon,E7033,2026-04-23T06:00:00,2026-04-23T05:56:00,0,-4,84,80,0.852,3+ years,New Hire
2026-03-29,West,SEA2,Support,Manager B,Morning,E5172,2026-03-29T22:00:00,2026-03-29T21:59:00,0,-1,103,93,0.857,1-3 years,New Hire
2026-03-28,West,ATL1,Inbound,Manager A,Afternoon,E3788,2026-03-28T14:00:00,2026-03-28T13:59:00,0,-1,68,63,0.818,1-3 years,Experienced
2026-01-06,East,SEA2,Inbound,Manager B,Afternoon,E4652,2026-01-06T14:00:00,2026-01-06T13:57:00,0,-3,77,75,0.758,3+ years,Experienced
2026-06-16,East,PHX1,Inbound,Manager D,Morning,E7903,2026-06-16T06:00:00,2026-06-16T06:00:00,0,0,108,104,0.578,1-3 years,Experienced
2026-06-15,East,SEA2,Outbound,Manager C,Night,E5334,2026-06-15T22:00:00,2026-06-15T21:52:00,0,-8,78,77,0.661,3+ years,Experienced
2026-02-28,East,SEA2,Inbound,Manager A,Night,E8622,2026-02-28T08:00:00,2026-02-28T07:54:00,0,-6,76,67,0.682,3+ years,New Hire
