plan_week,region,node_type,origin_node,destination_node,lane_id,ship_method,forecasted_packages,actual_packages,planned_capacity,available_capacity,capacity_utilization,volume_variance,forecast_error_pct,cost_per_package,on_time_delivery_rate,missed_promise_units,backlog_units,labor_hours,trailer_count
2026-04-13,Central,Fulfillment Center,ORD3,MSP2,ORD3-MSP2,Air,60885,63161,75559,12398,0.8359,2276,0.0374,1.87,0.9438,3691,993,4141,35
2026-04-13,Central,Delivery Station,ORD3,MSP2,ORD3-MSP2,Ground,98060,86982,104055,17073,0.8359,-11078,-0.113,1.3,0.9736,1809,1488,6658,53
2026-04-13,East,Sort Center,JFK8,BOS6,JFK8-BOS6,Linehaul,46960,53367,55949,2582,0.9539,6407,0.1364,1.32,0.9455,2401,1509,4098,34
2026-04-13,East,Delivery Station,JFK8,BOS6,JFK8-BOS6,Ground,67639,71620,75789,4169,0.945,3981,0.0589,1.29,0.9775,1421,259,6933,56
2026-04-13,East,Delivery Station,JFK8,BOS6,JFK8-BOS6,Ground,72572,74312,83822,9510,0.8865,1740,0.024,1.46,0.9724,2161,2577,6436,42
2026-04-13,East,Fulfillment Center,JFK8,BOS6,JFK8-BOS6,Ground,132886,132329,165445,33116,0.7998,-557,-0.0042,1.23,0.9574,5578,1957,11118,89
2026-04-13,East,Fulfillment Center,PHL6,BOS6,PHL6-BOS6,Air,62569,62763,73733,10970,0.8512,194,0.0031,2.23,0.9569,1941,192,4629,42
2026-04-13,East,Delivery Station,PHL6,BOS6,PHL6-BOS6,Ground,30447,29174,36350,7176,0.8026,-1273,-0.0418,1.56,0.9671,995,740,2159,22
2026-04-13,South,Delivery Station,ATL2,MIA5,ATL2-MIA5,Ground,20929,21559,23280,1721,0.9261,630,0.0301,1.37,0.9396,1329,1925,1467,12
2026-04-13,South,Delivery Station,ATL2,MIA5,ATL2-MIA5,Ground,30012,29481,31265,1784,0.9429,-531,-0.0177,1.44,0.9566,1517,2499,1900,16
2026-04-13,South,Delivery Station,ATL2,MIA5,ATL2-MIA5,Air,49599,53021,53834,813,0.9849,3422,0.069,2.11,0.9398,3818,803,4092,35
2026-04-13,South,Delivery Station,ATL2,MIA5,ATL2-MIA5,Ground,102991,103721,111575,7854,0.9296,730,0.0071,1.44,0.9638,3630,1488,6943,72
2026-04-13,South,Fulfillment Center,BNA3,ATL2,BNA3-ATL2,Air,67597,68150,74662,6512,0.9128,553,0.0082,1.88,0.9362,3621,255,6493,39
2026-04-13,South,Sort Center,BNA3,ATL2,BNA3-ATL2,Same-Day,49647,41297,61458,20161,0.672,-8350,-0.1682,2.19,0.9395,2660,216,3992,25
2026-04-13,South,Delivery Station,BNA3,ATL2,BNA3-ATL2,Linehaul,81608,90644,100945,10301,0.898,9036,0.1107,1.33,0.9709,2837,2565,8239,52
2026-04-13,South,Sort Center,BNA3,ATL2,BNA3-ATL2,Same-Day,28867,31112,29755,-1357,1.0456,2245,0.0778,2.3,0.9268,2553,2694,2637,21
2026-04-13,South,Delivery Station,BNA3,ATL2,BNA3-ATL2,Ground,67651,68694,81822,13128,0.8396,1043,0.0154,1.46,0.9594,2245,1696,6488,42
2026-04-13,South,Sort Center,CLT5,RDU2,CLT5-RDU2,Ground,33854,31951,36247,4296,0.8815,-1903,-0.0562,1.51,0.9556,1372,3115,2780,25
2026-04-13,South,Sort Center,CLT5,RDU2,CLT5-RDU2,Ground,118626,136522,127473,-9049,1.071,17896,0.1509,1.2,0.9599,5179,11825,8786,77
2026-04-13,South,Fulfillment Center,CLT5,RDU2,CLT5-RDU2,Linehaul,140489,151784,143383,-8401,1.0586,11295,0.0804,1.18,0.9571,5200,9669,15055,87
2026-04-13,South,Delivery Station,MIA5,ATL2,MIA5-ATL2,Same-Day,33915,32317,38362,6045,0.8424,-1598,-0.0471,2.37,0.9637,994,1834,3216,18
2026-04-13,South,Delivery Station,MIA5,ATL2,MIA5-ATL2,Air,76085,85165,84267,-898,1.0107,9080,0.1193,2.25,0.9562,2891,1216,5967,58
2026-04-13,South,Delivery Station,MIA5,ATL2,MIA5-ATL2,Ground,51861,56095,63361,7266,0.8853,4234,0.0816,1.25,0.9526,2461,1121,4591,31
2026-04-13,South,Sort Center,MIA5,ATL2,MIA5-ATL2,Air,46642,44163,55590,11427,0.7944,-2479,-0.0531,1.88,0.9493,2142,488,3203,34
2026-04-13,South,Delivery Station,MIA5,ATL2,MIA5-ATL2,Air,39752,37387,42199,4812,0.886,-2365,-0.0595,1.77,0.982,530,1952,2685,23
2026-04-13,South,Sort Center,RDU2,CLT5,RDU2-CLT5,Ground,115334,113521,136197,22676,0.8335,-1813,-0.0157,1.43,0.9731,2577,1097,8483,69
2026-04-13,South,Sort Center,RDU2,CLT5,RDU2-CLT5,Linehaul,88503,85035,93256,8221,0.9118,-3468,-0.0392,1.24,0.9351,4095,369,6173,60
2026-04-13,South,Sort Center,RDU2,CLT5,RDU2-CLT5,Linehaul,107160,118204,122999,4795,0.961,11044,0.1031,1.22,0.9505,6051,727,9787,72
2026-04-13,South,Delivery Station,RDU2,CLT5,RDU2-CLT5,Ground,85620,85684,86326,642,0.9926,64,0.0007,1.27,0.9383,4241,918,5899,58
2026-04-13,South,Delivery Station,RDU2,CLT5,RDU2-CLT5,Air,47765,43097,57239,14142,0.7529,-4668,-0.0977,2.15,0.9537,2049,3081,3118,32
2026-04-13,West,Delivery Station,DEN4,SLC2,DEN4-SLC2,Linehaul,131175,131178,163701,32523,0.8013,3,0.0,1.24,0.9714,3343,247,8498,102
2026-04-13,West,Fulfillment Center,LAS7,PHX3,LAS7-PHX3,Ground,100715,111044,106383,-4661,1.0438,10329,0.1026,1.47,0.9516,5519,4779,8331,63
2026-04-13,West,Fulfillment Center,LAS7,PHX3,LAS7-PHX3,Ground,64824,67712,64245,-3467,1.054,2888,0.0446,1.31,0.9278,5362,4170,4508,45
2026-04-13,West,Sort Center,LAS7,PHX3,LAS7-PHX3,Ground,132239,119511,139628,20117,0.8559,-12728,-0.0962,1.22,0.972,3381,761,8009,98
2026-04-13,West,Delivery Station,LAS7,PHX3,LAS7-PHX3,Same-Day,20411,23194,24841,1647,0.9337,2783,0.1363,2.52,0.982,294,2124,2181,15
2026-04-13,West,Fulfillment Center,LAS7,PHX3,LAS7-PHX3,Air,94517,91405,104959,13554,0.8709,-3112,-0.0329,1.81,0.9586,4449,764,6421,63
2026-04-13,West,Sort Center,LAS7,PHX3,LAS7-PHX3,Ground,129222,137712,161200,23488,0.8543,8490,0.0657,1.57,0.9783,2809,751,13443,113
2026-04-13,West,Sort Center,LAS7,PHX3,LAS7-PHX3,Air,46815,48747,50490,1743,0.9655,1932,0.0413,1.9,0.9796,989,74,3677,32
2026-04-13,West,Fulfillment Center,LAX9,SAN5,LAX9-SAN5,Air,79461,74248,70747,-3501,1.0495,-5213,-0.0656,2.11,0.9472,3972,5777,7268,59
2026-04-13,West,Fulfillment Center,LAX9,SAN5,LAX9-SAN5,Linehaul,142350,148964,165370,16406,0.9008,6614,0.0465,1.41,0.9753,3554,1996,12474,91
2026-04-13,West,Sort Center,LAX9,SAN5,LAX9-SAN5,Linehaul,62751,64539,70233,5694,0.9189,1788,0.0285,1.14,0.9748,1277,1723,4909,50
2026-04-13,West,Delivery Station,LAX9,SAN5,LAX9-SAN5,Same-Day,41691,48249,46074,-2175,1.0472,6558,0.1573,2.2,0.9467,2716,4630,3942,29
2026-04-13,West,Sort Center,PHX3,LAS7,PHX3-LAS7,Air,100413,101511,105285,3774,0.9642,1098,0.0109,1.88,0.9515,4499,1925,9385,75
2026-04-13,West,Delivery Station,PHX3,LAS7,PHX3-LAS7,Linehaul,32081,28704,36915,8211,0.7776,-3377,-0.1053,1.27,0.9503,1640,1975,2802,16
2026-04-13,West,Fulfillment Center,SEA1,PDX5,SEA1-PDX5,Ground,31319,25163,24056,-1107,1.046,-6156,-0.1966,1.22,0.9572,781,2637,1772,18
2026-04-13,West,Delivery Station,SEA1,PDX5,SEA1-PDX5,Ground,118164,105168,131371,26203,0.8005,-12996,-0.11,1.4,0.943,7034,1199,7290,78
2026-04-13,West,Sort Center,SEA1,PDX5,SEA1-PDX5,Air,62934,62098,77605,15507,0.8002,-836,-0.0133,2.23,0.9554,2645,1217,5280,41
2026-04-13,West,Sort Center,SEA1,PDX5,SEA1-PDX5,Air,41468,45697,46082,385,0.9916,4229,0.102,1.86,0.9646,1332,2092,4490,36
2026-04-13,West,Delivery Station,SEA1,PDX5,SEA1-PDX5,Ground,100770,101484,107250,5766,0.9462,714,0.0071,1.33,0.9585,3691,1248,7395,73
2026-04-13,West,Fulfillment Center,SFO9,LAX9,SFO9-LAX9,Linehaul,79721,70215,81988,11773,0.8564,-9506,-0.1192,1.35,0.9769,1881,119,4398,54
2026-04-13,West,Sort Center,SFO9,LAX9,SFO9-LAX9,Air,72302,65345,80648,15303,0.8102,-6957,-0.0962,1.9,0.9479,2552,438,5889,39
2026-04-13,West,Delivery Station,SFO9,LAX9,SFO9-LAX9,Air,20445,19553,19485,-68,1.0035,-892,-0.0436,2.17,0.9674,721,152,1779,11
2026-04-13,West,Delivery Station,SFO9,LAX9,SFO9-LAX9,Ground,17539,17476,21237,3761,0.8229,-63,-0.0036,1.54,0.9637,669,1670,1175,13
2026-04-13,West,Fulfillment Center,SFO9,LAX9,SFO9-LAX9,Same-Day,28684,26771,32020,5249,0.8361,-1913,-0.0667,1.98,0.9519,1226,166,2175,16
2026-04-13,West,Fulfillment Center,SFO9,LAX9,SFO9-LAX9,Linehaul,165414,157082,187219,30137,0.839,-8332,-0.0504,1.35,0.9456,6175,434,14876,95
2026-04-13,West,Sort Center,SFO9,LAX9,SFO9-LAX9,Ground,131861,146249,153270,7021,0.9542,14388,0.1091,1.35,0.9721,3345,2358,10544,86
2026-04-13,West,Fulfillment Center,SFO9,LAX9,SFO9-LAX9,Ground,133670,131345,151401,20056,0.8675,-2325,-0.0174,1.19,0.9513,7142,1296,9994,95
2026-04-13,West,Sort Center,SLC2,DEN4,SLC2-DEN4,Same-Day,24838,23559,27935,4376,0.8434,-1279,-0.0515,2.31,0.9588,1017,506,2294,14
2026-04-13,West,Sort Center,SLC2,DEN4,SLC2-DEN4,Ground,53153,45550,42369,-3181,1.0751,-7603,-0.143,1.54,0.934,2792,4241,3520,25
2026-04-13,West,Sort Center,SLC2,DEN4,SLC2-DEN4,Ground,98436,101882,102178,296,0.9971,3446,0.035,1.31,0.9543,5015,2333,10116,59
2026-04-20,Central,Delivery Station,DFW7,IAH3,DFW7-IAH3,Same-Day,22585,22841,26486,3645,0.8624,256,0.0113,2.15,0.9727,462,1495,1876,13
2026-04-20,Central,Delivery Station,DFW7,IAH3,DFW7-IAH3,Ground,56666,67712,63049,-4663,1.074,11046,0.1949,1.47,0.967,2109,5413,4623,41
2026-04-20,Central,Sort Center,DFW7,IAH3,DFW7-IAH3,Ground,36485,34170,42251,8081,0.8087,-2315,-0.0635,1.2,0.9435,1430,330,2759,22
2026-04-20,Central,Delivery Station,DFW7,IAH3,DFW7-IAH3,Linehaul,138281,146461,155470,9009,0.9421,8180,0.0592,1.17,0.9711,4598,596,12157,95
2026-04-20,Central,Fulfillment Center,DFW7,IAH3,DFW7-IAH3,Air,43045,38882,51066,12184,0.7614,-4163,-0.0967,1.97,0.9595,1661,174,3358,27
2026-04-20,Central,Delivery Station,DFW7,IAH3,DFW7-IAH3,Linehaul,26790,23772,32539,8767,0.7306,-3018,-0.1127,1.11,0.9392,1350,2062,1637,14
2026-04-20,Central,Sort Center,IND9,ORD3,IND9-ORD3,Ground,108545,114989,114643,-346,1.003,6444,0.0594,1.32,0.9367,7541,2501,10368,90
2026-04-20,Central,Delivery Station,IND9,ORD3,IND9-ORD3,Linehaul,71929,81226,76617,-4609,1.0602,9297,0.1293,1.39,0.9496,4180,5280,5092,51
2026-04-20,Central,Delivery Station,MSP2,ORD3,MSP2-ORD3,Ground,126169,125260,151172,25912,0.8286,-909,-0.0072,1.35,0.9692,4422,1142,8519,76
2026-04-20,Central,Fulfillment Center,MSP2,ORD3,MSP2-ORD3,Ground,47972,48549,50843,2294,0.9549,577,0.012,1.5,0.9586,2262,721,3522,29
2026-04-20,Central,Sort Center,MSP2,ORD3,MSP2-ORD3,Ground,64094,76126,77932,1806,0.9768,12032,0.1877,1.53,0.9464,4447,1458,6011,42
2026-04-20,Central,Sort Center,MSP2,ORD3,MSP2-ORD3,Linehaul,93732,103204,100189,-3015,1.0301,9472,0.1011,1.33,0.937,6665,5105,7402,64
2026-04-20,Central,Sort Center,ORD3,MSP2,ORD3-MSP2,Same-Day,29042,32817,35196,2379,0.9324,3775,0.13,2.19,0.9726,1068,904,2511,21
2026-04-20,Central,Fulfillment Center,ORD3,MSP2,ORD3-MSP2,Ground,44736,46986,46148,-838,1.0182,2250,0.0503,1.19,0.9357,2961,1053,3349,27
2026-04-20,Central,Sort Center,ORD3,MSP2,ORD3-MSP2,Ground,93113,94784,107138,12354,0.8847,1671,0.0179,1.41,0.9386,4971,1109,6982,61
2026-04-20,Central,Fulfillment Center,ORD3,MSP2,ORD3-MSP2,Air,60908,62913,58665,-4248,1.0724,2005,0.0329,2.27,0.9715,1434,4961,4777,36
2026-04-20,East,Delivery Station,JFK8,BOS6,JFK8-BOS6,Ground,64149,63136,58651,-4485,1.0765,-1013,-0.0158,1.47,0.961,2953,5400,4845,37
2026-04-20,East,Delivery Station,JFK8,BOS6,JFK8-BOS6,Linehaul,81528,91222,87553,-3669,1.0419,9694,0.1189,1.26,0.9478,5338,4577,8441,72
2026-04-20,East,Delivery Station,PHL6,BOS6,PHL6-BOS6,Ground,97191,108102,107271,-831,1.0077,10911,0.1123,1.39,0.9415,4638,1784,7880,67
2026-04-20,East,Delivery Station,PHL6,BOS6,PHL6-BOS6,Ground,57894,48561,61731,13170,0.7867,-9333,-0.1612,1.35,0.9713,1635,814,3868,31
2026-04-20,South,Sort Center,ATL2,MIA5,ATL2-MIA5,Ground,130163,143912,137317,-6595,1.048,13749,0.1056,1.4,0.9595,5689,8476,12313,84
2026-04-20,South,Fulfillment Center,ATL2,MIA5,ATL2-MIA5,Ground,88750,90494,97920,7426,0.9242,1744,0.0197,1.53,0.967,3302,885,6281,74
2026-04-20,South,Delivery Station,ATL2,MIA5,ATL2-MIA5,Ground,46057,51916,48072,-3844,1.08,5859,0.1272,1.22,0.9247,3563,4217,4449,42
2026-04-20,South,Sort Center,ATL2,MIA5,ATL2-MIA5,Ground,43881,51866,49036,-2830,1.0577,7985,0.182,1.53,0.9552,2380,4460,3914,35
2026-04-20,South,Sort Center,ATL2,MIA5,ATL2-MIA5,Ground,58814,66675,63529,-3146,1.0495,7861,0.1337,1.43,0.9346,4498,3576,4943,49
2026-04-20,South,Fulfillment Center,ATL2,MIA5,ATL2-MIA5,Air,19763,19971,20162,191,0.9905,208,0.0105,1.76,0.9752,561,257,1600,11
2026-04-20,South,Fulfillment Center,BNA3,ATL2,BNA3-ATL2,Ground,48729,52052,58451,6399,0.8905,3323,0.0682,1.42,0.9437,2345,176,4086,29
2026-04-20,South,Fulfillment Center,BNA3,ATL2,BNA3-ATL2,Ground,76263,75902,84935,9033,0.8936,-361,-0.0047,1.55,0.9485,4055,1093,5456,59
2026-04-20,South,Delivery Station,BNA3,ATL2,BNA3-ATL2,Ground,101817,101806,122764,20958,0.8293,-11,-0.0001,1.37,0.9653,3554,265,6511,57
2026-04-20,South,Fulfillment Center,BNA3,ATL2,BNA3-ATL2,Linehaul,72599,78743,88601,9858,0.8887,6144,0.0846,1.18,0.9631,2760,1418,6167,52
2026-04-20,South,Delivery Station,BNA3,ATL2,BNA3-ATL2,Air,59655,58576,63134,4558,0.9278,-1079,-0.0181,2.12,0.9627,1981,1172,3915,39
2026-04-20,South,Delivery Station,CLT5,RDU2,CLT5-RDU2,Ground,100767,96806,103841,7035,0.9323,-3961,-0.0393,1.49,0.9358,6165,1023,8661,72
2026-04-20,South,Sort Center,CLT5,RDU2,CLT5-RDU2,Ground,36710,40844,40963,119,0.9971,4134,0.1126,1.43,0.9495,1719,519,3055,24
2026-04-20,South,Sort Center,MIA5,ATL2,MIA5-ATL2,Ground,25275,23554,26473,2919,0.8897,-1721,-0.0681,1.57,0.9388,1626,2262,2128,14
2026-04-20,South,Fulfillment Center,RDU2,CLT5,RDU2-CLT5,Linehaul,142419,129889,158754,28865,0.8182,-12530,-0.088,1.25,0.9432,6602,822,12399,82
2026-04-20,South,Fulfillment Center,RDU2,CLT5,RDU2-CLT5,Ground,83784,82929,88191,5262,0.9403,-855,-0.0102,1.2,0.9534,3009,1407,7952,47
2026-04-20,South,Sort Center,RDU2,CLT5,RDU2-CLT5,Ground,103004,93925,122636,28711,0.7659,-9079,-0.0881,1.5,0.9551,4469,579,9303,76
2026-04-20,West,Delivery Station,DEN4,SLC2,DEN4-SLC2,Linehaul,46572,44277,58111,13834,0.7619,-2295,-0.0493,1.25,0.9614,1791,836,3332,35
2026-04-20,West,Sort Center,DEN4,SLC2,DEN4-SLC2,Ground,141941,131202,172181,40979,0.762,-10739,-0.0757,1.33,0.9567,6449,364,11204,102
2026-04-20,West,Fulfillment Center,DEN4,SLC2,DEN4-SLC2,Ground,101463,103240,125627,22387,0.8218,1777,0.0175,1.57,0.9405,5903,1137,6804,68
2026-04-20,West,Fulfillment Center,DEN4,SLC2,DEN4-SLC2,Ground,91861,88718,97419,8701,0.9107,-3143,-0.0342,1.47,0.948,4111,991,6143,73
2026-04-20,West,Sort Center,DEN4,SLC2,DEN4-SLC2,Linehaul,156596,157722,176754,19032,0.8923,1126,0.0072,1.18,0.9552,6256,1396,10755,89
2026-04-20,West,Delivery Station,DEN4,SLC2,DEN4-SLC2,Air,36477,39942,44836,4894,0.8908,3465,0.095,2.23,0.9355,2040,750,3616,28
2026-04-20,West,Sort Center,DEN4,SLC2,DEN4-SLC2,Ground,113291,122057,127577,5520,0.9567,8766,0.0774,1.51,0.942,6996,992,10512,68
2026-04-20,West,Fulfillment Center,DEN4,SLC2,DEN4-SLC2,Linehaul,114376,98069,133842,35773,0.7327,-16307,-0.1426,1.13,0.9539,3430,216,7018,55
2026-04-20,West,Delivery Station,DEN4,SLC2,DEN4-SLC2,Ground,20883,22334,24378,2044,0.9162,1451,0.0695,1.31,0.979,344,565,1661,14
2026-04-20,West,Delivery Station,LAS7,PHX3,LAS7-PHX3,Ground,27391,34052,34521,469,0.9864,6661,0.2432,1.46,0.9532,1812,2297,2993,20
2026-04-20,West,Sort Center,LAS7,PHX3,LAS7-PHX3,Ground,128069,151396,151217,-179,1.0012,23327,0.1821,1.2,0.9782,3279,2102,10934,92
2026-04-20,West,Sort Center,LAS7,PHX3,LAS7-PHX3,Ground,113625,126190,127462,1272,0.99,12565,0.1106,1.22,0.9807,2774,2886,8886,77
2026-04-20,West,Sort Center,LAS7,PHX3,LAS7-PHX3,Air,56708,61003,69715,8712,0.875,4295,0.0757,1.9,0.9672,1937,1642,5289,40
2026-04-20,West,Fulfillment Center,LAS7,PHX3,LAS7-PHX3,Ground,63423,64101,73843,9742,0.8681,678,0.0107,1.58,0.9575,2219,1026,5636,38
2026-04-20,West,Fulfillment Center,LAS7,PHX3,LAS7-PHX3,Air,84388,91793,99272,7479,0.9247,7405,0.0877,2.2,0.9537,3308,746,8249,60
2026-04-20,West,Delivery Station,LAS7,PHX3,LAS7-PHX3,Ground,56080,56938,68611,11673,0.8299,858,0.0153,1.52,0.9652,1430,2188,4029,44
2026-04-20,West,Delivery Station,LAS7,PHX3,LAS7-PHX3,Same-Day,32406,33970,32562,-1408,1.0432,1564,0.0483,2.04,0.9669,790,1783,3205,26
2026-04-20,West,Fulfillment Center,LAS7,PHX3,LAS7-PHX3,Air,83787,86644,102279,15635,0.8471,2857,0.0341,2.1,0.9845,1021,78,7408,50
2026-04-20,West,Delivery Station,LAX9,SAN5,LAX9-SAN5,Same-Day,21152,17984,23857,5873,0.7538,-3168,-0.1498,2.32,0.9644,743,2013,1175,11
2026-04-20,West,Sort Center,LAX9,SAN5,LAX9-SAN5,Air,70154,72008,85381,13373,0.8434,1854,0.0264,1.79,0.9748,1880,2789,5625,41
2026-04-20,West,Fulfillment Center,LAX9,SAN5,LAX9-SAN5,Linehaul,122187,123021,136291,13270,0.9026,834,0.0068,1.14,0.9665,4795,1421,8978,74
2026-04-20,West,Delivery Station,LAX9,SAN5,LAX9-SAN5,Linehaul,38748,36690,43541,6851,0.8427,-2058,-0.0531,1.42,0.9584,1640,954,3105,26
2026-04-20,West,Delivery Station,PDX5,SFO9,PDX5-SFO9,Ground,64185,65162,79591,14429,0.8187,977,0.0152,1.4,0.9623,2785,2538,4601,41
2026-04-20,West,Sort Center,PDX5,SFO9,PDX5-SFO9,Ground,103539,114421,113550,-871,1.0077,10882,0.1051,1.3,0.9374,5454,1648,9849,85
2026-04-20,West,Fulfillment Center,PDX5,SFO9,PDX5-SFO9,Ground,172368,155821,181942,26121,0.8564,-16547,-0.096,1.51,0.9584,7170,1745,12689,112
2026-04-20,West,Sort Center,PHX3,LAS7,PHX3-LAS7,Ground,26739,27568,27661,93,0.9966,829,0.031,1.3,0.9445,1684,179,1747,20
2026-04-20,West,Delivery Station,PHX3,LAS7,PHX3-LAS7,Linehaul,93979,94854,98995,4141,0.9582,875,0.0093,1.46,0.9829,1250,858,7268,60
2026-04-20,West,Sort Center,PHX3,LAS7,PHX3-LAS7,Ground,103220,104313,107379,3066,0.9714,1093,0.0106,1.38,0.9427,4361,884,10232,63
2026-04-20,West,Delivery Station,SEA1,PDX5,SEA1-PDX5,Ground,106886,116019,114254,-1765,1.0154,9133,0.0854,1.56,0.9671,3733,3188,7729,70
2026-04-20,West,Sort Center,SEA1,PDX5,SEA1-PDX5,Ground,55891,62445,59760,-2685,1.0449,6554,0.1173,1.28,0.9348,3534,4200,5092,49
2026-04-20,West,Sort Center,SEA1,PDX5,SEA1-PDX5,Air,106607,95814,131310,35496,0.7297,-10793,-0.1012,2.14,0.9695,2549,817,8814,54
2026-04-20,West,Sort Center,SEA1,PDX5,SEA1-PDX5,Ground,57239,57941,65331,7390,0.8869,702,0.0123,1.48,0.981,1009,1243,5669,34
2026-04-20,West,Fulfillment Center,SFO9,LAX9,SFO9-LAX9,Air,51878,49224,54225,5001,0.9078,-2654,-0.0512,1.99,0.9532,2212,1534,4637,29
2026-04-20,West,Delivery Station,SFO9,LAX9,SFO9-LAX9,Linehaul,92923,97354,94974,-2380,1.0251,4431,0.0477,1.35,0.9323,5022,3773,7247,61
2026-04-20,West,Delivery Station,SFO9,LAX9,SFO9-LAX9,Linehaul,121546,153318,136386,-16932,1.1241,31772,0.2614,1.2,0.9333,11801,17911,15213,105
2026-04-20,West,Sort Center,SLC2,DEN4,SLC2-DEN4,Linehaul,74448,69100,81205,12105,0.8509,-5348,-0.0718,1.43,0.9665,1927,2797,4714,44
2026-04-20,West,Fulfillment Center,SLC2,DEN4,SLC2-DEN4,Ground,158187,154815,145063,-9752,1.0672,-3372,-0.0213,1.34,0.9593,7240,10042,9729,89
2026-04-20,West,Sort Center,SLC2,DEN4,SLC2-DEN4,Same-Day,50969,45983,59929,13946,0.7673,-4986,-0.0978,2.05,0.9818,668,1587,3222,25
2026-04-20,West,Fulfillment Center,SLC2,DEN4,SLC2-DEN4,Air,102146,104336,115991,11655,0.8995,2190,0.0214,2.07,0.9763,2659,1646,8821,61
2026-04-20,West,Fulfillment Center,SLC2,DEN4,SLC2-DEN4,Linehaul,74594,72748,81563,8815,0.8919,-1846,-0.0247,1.29,0.9681,2036,1347,5109,56
2026-04-27,Central,Fulfillment Center,DFW7,IAH3,DFW7-IAH3,Air,90991,106742,95288,-11454,1.1202,15751,0.1731,2.23,0.9498,6108,13545,9030,64
2026-04-27,Central,Fulfillment Center,DFW7,IAH3,DFW7-IAH3,Ground,72211,66051,79519,13468,0.8306,-6160,-0.0853,1.35,0.9442,4041,1086,5408,39
2026-04-27,Central,Delivery Station,DFW7,IAH3,DFW7-IAH3,Air,14510,13316,12459,-857,1.0688,-1194,-0.0823,2.16,0.9451,868,1560,980,8
2026-04-27,Central,Sort Center,IND9,ORD3,IND9-ORD3,Linehaul,35681,34887,39133,4246,0.8915,-794,-0.0223,1.19,0.9723,1084,822,2182,19
2026-04-27,Central,Delivery Station,MSP2,ORD3,MSP2-ORD3,Ground,85595,99628,88608,-11020,1.1244,14033,0.1639,1.48,0.9676,2398,11779,7286,80
2026-04-27,Central,Delivery Station,MSP2,ORD3,MSP2-ORD3,Air,21305,20412,26111,5699,0.7817,-893,-0.0419,2.27,0.9698,701,2853,1289,11
2026-04-27,Central,Sort Center,ORD3,MSP2,ORD3-MSP2,Ground,123939,122516,133414,10898,0.9183,-1423,-0.0115,1.4,0.9744,2867,1968,7798,81
2026-04-27,East,Fulfillment Center,JFK8,BOS6,JFK8-BOS6,Linehaul,46482,47110,52783,5673,0.8925,628,0.0135,1.36,0.9437,2782,1158,4687,29
2026-04-27,East,Sort Center,JFK8,BOS6,JFK8-BOS6,Linehaul,103778,106091,123850,17759,0.8566,2313,0.0223,1.12,0.9626,3842,3017,6682,82
2026-04-27,East,Sort Center,JFK8,BOS6,JFK8-BOS6,Ground,129211,131321,156391,25070,0.8397,2110,0.0163,1.49,0.9582,4914,768,9882,77
2026-04-27,East,Fulfillment Center,PHL6,BOS6,PHL6-BOS6,Ground,109866,129156,125247,-3909,1.0312,19290,0.1756,1.36,0.9331,7042,6416,8704,103
2026-04-27,East,Fulfillment Center,PHL6,BOS6,PHL6-BOS6,Linehaul,55678,58348,66070,7722,0.8831,2670,0.048,1.37,0.9611,2646,3098,3830,41
2026-04-27,East,Sort Center,PHL6,BOS6,PHL6-BOS6,Ground,59260,59262,59008,-254,1.0043,2,0.0,1.2,0.9563,2104,1119,3775,47
2026-04-27,East,Fulfillment Center,PHL6,BOS6,PHL6-BOS6,Ground,150610,151775,152781,1006,0.9934,1165,0.0077,1.55,0.9451,8487,1023,10871,115
2026-04-27,South,Delivery Station,ATL2,MIA5,ATL2-MIA5,Linehaul,27789,27297,31298,4001,0.8722,-492,-0.0177,1.44,0.945,1268,712,1824,16
2026-04-27,South,Sort Center,ATL2,MIA5,ATL2-MIA5,Ground,124743,126408,145666,19258,0.8678,1665,0.0133,1.19,0.9782,2833,1246,8821,88
2026-04-27,South,Delivery Station,ATL2,MIA5,ATL2-MIA5,Ground,90340,106349,97189,-9160,1.0942,16009,0.1772,1.43,0.9599,4640,10246,7505,61
2026-04-27,South,Delivery Station,ATL2,MIA5,ATL2-MIA5,Ground,39142,39634,39448,-186,1.0047,492,0.0126,1.29,0.9494,1880,294,3635,22
2026-04-27,South,Sort Center,ATL2,MIA5,ATL2-MIA5,Linehaul,135577,134486,128746,-5740,1.0446,-1091,-0.008,1.28,0.9382,7185,6860,12202,79
2026-04-27,South,Sort Center,BNA3,ATL2,BNA3-ATL2,Air,39842,42544,45230,2686,0.9406,2702,0.0678,1.94,0.9813,903,949,2765,35
2026-04-27,South,Delivery Station,BNA3,ATL2,BNA3-ATL2,Air,15580,16590,16658,68,0.9959,1010,0.0648,1.82,0.9395,719,1412,1179,12
2026-04-27,South,Sort Center,BNA3,ATL2,BNA3-ATL2,Ground,145281,154890,158512,3622,0.9771,9609,0.0661,1.29,0.9522,8219,3171,11622,113
2026-04-27,South,Delivery Station,CLT5,RDU2,CLT5-RDU2,Same-Day,31989,28819,36022,7203,0.8,-3170,-0.0991,2.0,0.9733,592,1348,2137,20
2026-04-27,South,Delivery Station,CLT5,RDU2,CLT5-RDU2,Air,46643,55961,57878,1917,0.9669,9318,0.1998,1.82,0.9566,2237,1120,4016,31
2026-04-27,South,Fulfillment Center,CLT5,RDU2,CLT5-RDU2,Linehaul,150125,155732,164774,9042,0.9451,5607,0.0373,1.35,0.9578,7266,878,10676,113
